Person,Country,Age,ID_Organisation,ID_Catalog
Victor Hall,India,70,363,203
Paula Thomas,Germany,85,359,449
Paula Moore,Canada,25,21,230
Ursula Jackson,Netherlands,53,432,353
Alice Williams,Brazil,43,358,19
Zachary White,Japan,18,353,345
Zachary King,India,34,146,409
Oscar Wright,Canada,60,142,94
Nina White,South Korea,24,224,382
Zachary Hall,Sweden,38,249,433
Nina King,India,56,359,95
Helen Rodriguez,China,37,408,476
Quentin Lewis,Switzerland,64,332,99
Victor Walker,Spain,74,282,334
Nina Clark,UK,77,453,378
Alice Anderson,Netherlands,45,181,463
Oscar King,India,26,267,315
Tina White,Brazil,25,421,42
Xavier Martin,Netherlands,26,334,98
Kevin Keller,Israel,75,369,30
Laura Williams,China,16,254,246
Laura Williams,Israel,52,338,296
Tina Lee,Austria,41,401,178
Oscar Harris,Namibia,69,361,491
Nina Hunt,Japan,46,280,479
Bob Wright,Poland,61,38,313
Yvonne Anderson,South Africa,61,143,384
Fiona Gallagher,Finland,58,173,52
George Costanza,France,57,314,35
Laura Thomas,China,68,107,338
Wendy White,Italy,28,14,306
Nina Moore,Israel,59,55,345
Helen Wright,South Africa,45,206,388
Laura Young,USA,58,376,16
Ian Davis,India,46,255,453
Ethan Hunt,Brazil,49,69,215
Wendy Moore,Namibia,75,445,492
Alice Allen,Switzerland,38,111,325
Rachel Prince,Canada,82,42,226
Charlie Wright,Argentina,45,181,484
Julia Hall,Arizona,56,450,72
Diana Davis,Spain,72,384,163
Steve Martin,Brazil,79,457,419
George Davis,Russia,55,311,431
George Keller,China,18,274,258
Mike Gallagher,Brazil,22,419,222
Xavier King,Ukraine,49,345,426
Bob Williams,Brazil,84,49,261
Zachary Williams,Brazil,69,153,281
Laura Allen,Russia,20,470,23
Ethan Davis,Namibia,35,156,39
Wendy Anderson,UK,85,45,230
Alice Hunt,Argentina,49,498,217
Charlie Martin,China,84,229,329
Zachary Walker,Switzerland,39,389,33
Julia Lewis,China,17,108,341
Ethan Williams,South Africa,40,330,160
Victor Moore,Mexico,43,371,105
Julia Thomas,Canada,29,23,211
Laura Davis,France,18,151,432
Mike Williams,Japan,17,323,150
Diana Costanza,Italy,46,173,188
Kevin Young,Puerto Rico,54,69,25
Xavier Moore,Australia,32,348,119
Tina White,South Africa,75,67,337
Charlie Moore,Denmark,25,364,268
Zachary King,India,74,252,217
Paula Young,Arizona,63,443,33
George Clark,China,75,337,40
Ethan Wright,Sweden,84,44,273
Steve Keller,Puerto Rico,36,22,143
Quentin Moore,India,20,141,185
Diana Lewis,Mexico,56,175,379
Quentin Martin,Namibia,26,331,378
Zachary Thompson,India,51,59,276
Rachel Hall,UK,79,493,499
Steve Hall,Austria,55,373,347
Alice Keller,China,60,449,249
Zachary Jackson,Namibia,58,318,99
Steve Prince,Poland,46,339,201
Xavier Hunt,France,62,462,143
Julia Lee,Switzerland,46,299,94
Oscar Davis,Poland,48,16,483
Nina Keller,Argentina,56,434,216
Oscar Williams,Canada,22,379,240
Ursula Davis,Norway,41,235,287
Victor Anderson,Netherlands,23,352,459
Laura White,Norway,59,387,113
Victor Jackson,South Africa,52,480,389
Alice Thompson,Argentina,68,234,240
Wendy Clark,Argentina,84,498,411
Steve Gallagher,Canada,29,391,474
Alice Young,France,74,400,72
Victor Hall,USA,51,12,394
Yvonne Lee,Israel,79,390,497
Charlie Prince,Netherlands,53,207,55
Wendy Thompson,Finland,78,276,355
Bob Anderson,China,18,488,356
Julia Rodriguez,South Africa,68,248,42
Quentin Martin,Mexico,50,77,492
Nina Hunt,South Korea,54,422,485
Paula Brown,Mexico,69,241,43
Diana Wright,UK,31,258,238
Oscar King,USA,45,125,81
Kevin Thompson,Germany,52,338,151
Helen Wright,UK,75,126,69
Julia Harris,South Africa,83,290,315
Paula Hall,Mexico,23,387,110
Ursula King,Germany,49,409,492
Helen Clark,China,75,227,320
Tina Young,Namibia,34,134,207
Steve Gallagher,South Korea,75,12,145
Quentin Prince,China,40,31,48
Quentin Martin,South Korea,47,70,127
Charlie Anderson,Norway,64,418,191
Diana Clark,Italy,37,238,189
Tina Davis,China,23,12,126
Ian Keller,Puerto Rico,50,102,374
Ethan White,Denmark,76,152,15
Zachary Wright,Ukraine,42,195,71
Kevin Davis,Australia,42,64,38
Kevin Anderson,China,24,59,304
Bob Walker,Canada,19,195,6
Paula Prince,Brazil,67,333,299
George Brown,France,62,447,66
Fiona Davis,Israel,49,84,332
Nina Wright,Arizona,47,384,387
Laura Costanza,Mexico,33,162,397
Nina Prince,Italy,68,56,494
Victor Jackson,Israel,50,377,73
Nina Wright,Russia,84,141,436
Kevin Jackson,Sweden,72,391,397
Kevin Rodriguez,Australia,67,272,66
Xavier Walker,Finland,23,274,55
Ian Lee,Israel,20,94,410
George Hunt,Switzerland,60,285,190
Steve Keller,Norway,81,29,356
George Hall,Ukraine,37,261,266
Bob Jackson,UK,79,162,24
Paula Allen,Namibia,27,300,352
Ursula Thompson,Sweden,62,133,404
Zachary Thomas,Canada,61,93,144
Wendy Allen,China,79,251,248
Ian Thomas,South Africa,65,136,407
Steve Keller,France,55,219,145
Zachary Brown,Germany,71,5,198
Steve Rodriguez,Namibia,33,200,153
Rachel Martin,Canada,74,187,413
Laura Wright,Sweden,79,237,304
Helen Wright,Norway,53,335,412
Mike Williams,China,33,63,12
Ian Williams,Puerto Rico,36,441,185
Ian Wright,Norway,41,309,223
Alice Davis,South Africa,23,294,427
Tina Keller,Australia,48,240,16
Oscar Lewis,Australia,66,488,70
Laura Hall,China,77,152,104
Diana Hall,Austria,23,112,68
Laura Brown,India,54,127,346
Ursula Lee,Namibia,83,133,486
Ian Hunt,Puerto Rico,61,80,352
Helen Martin,Russia,79,303,467
Ian Lewis,Belgium,49,173,475
Zachary Thomas,Norway,61,432,234
Xavier Clark,Italy,38,230,372
George Young,China,79,364,448
Julia Hall,Australia,72,374,55
Quentin Keller,Canada,34,478,350
Ian Williams,Spain,43,308,495
George Harris,Canada,76,199,53
Oscar Martin,South Africa,19,393,342
Ian Brown,South Africa,65,173,340
Laura Prince,Russia,36,283,194
Helen Clark,Russia,31,494,9
Laura Williams,Canada,32,273,368
Tina Gallagher,France,77,397,333
Julia Hall,Ukraine,61,87,407
Quentin Allen,Canada,72,400,477
Nina Moore,China,50,94,106
Tina Costanza,Poland,49,112,467
Yvonne Keller,Puerto Rico,40,375,404
Ethan Allen,Arizona,82,494,111
Tina Martin,Netherlands,26,423,491
Laura Prince,France,17,71,195
Bob Moore,Arizona,37,35,132
George Walker,Mexico,82,198,490
Steve Hall,Denmark,59,111,448
Paula Davis,Finland,61,244,128
Diana Williams,Norway,39,3,287
Steve Rodriguez,Switzerland,24,285,233
Helen Williams,Finland,22,244,319
George Keller,Puerto Rico,73,436,425
Helen Prince,Canada,76,99,456
Ian Davis,Israel,82,175,27
Yvonne Gallagher,Puerto Rico,63,311,328
Wendy Williams,Argentina,35,211,279
Wendy Williams,USA,23,242,78
Fiona Williams,China,26,447,81
Yvonne Prince,Argentina,51,178,93
Helen Lee,Poland,68,396,20
Ethan Keller,Sweden,25,417,168
Zachary Lee,Argentina,75,485,180
Diana Thompson,Finland,73,405,318
Bob Costanza,Spain,41,8,420
Rachel Clark,Germany,71,443,2
Tina Thomas,Japan,75,173,7
Fiona Wright,South Africa,31,485,114
Bob Brown,Arizona,81,321,280
Nina Moore,Norway,82,359,401
Paula Jackson,Ukraine,85,174,487
Bob Lewis,Ukraine,28,156,172
Alice Thomas,Arizona,38,462,128
Mike Martin,South Korea,66,66,229
Fiona Clark,South Africa,59,54,277
Diana Thomas,Canada,21,158,407
Helen Walker,South Africa,57,468,24
Victor Allen,Mexico,67,75,55
Paula Harris,Mexico,40,476,152
Tina Costanza,South Korea,29,218,402
Wendy King,Denmark,73,132,496
Alice Thompson,Belgium,81,377,427
Wendy White,Poland,73,139,318
Charlie King,Russia,22,203,331
Zachary Martin,Puerto Rico,35,220,149
Charlie Clark,Arizona,46,335,297
Oscar Rodriguez,Poland,43,233,243
Alice Davis,Spain,51,295,109
Diana Martin,South Africa,61,347,344
Tina Clark,Australia,49,127,480
Oscar Rodriguez,USA,50,226,2
Julia Brown,China,41,200,177
Charlie Wright,Namibia,73,192,202
Zachary Lewis,Netherlands,71,461,357
Steve Hunt,Germany,44,343,497
Xavier Gallagher,China,42,494,176
Yvonne Moore,Italy,34,187,200
Paula Gallagher,Japan,35,437,128
Bob Williams,Ukraine,74,338,260
Steve White,Italy,63,120,73
Wendy Thomas,Netherlands,59,398,199
Mike Williams,USA,85,402,371
Bob Jackson,India,84,109,209
Ursula Lee,France,42,16,104
Ian Davis,Brazil,67,174,335
George Hunt,Namibia,57,223,375
Rachel Anderson,Arizona,72,418,495
Bob Young,India,21,219,23
Bob Moore,South Africa,64,51,426
Ian Wright,Brazil,47,447,228
Alice Brown,South Africa,26,374,445
Victor Moore,Israel,52,101,199
Rachel Thompson,Russia,64,123,258
Wendy Thompson,South Africa,39,448,41
Laura Moore,India,54,427,4
Xavier Jackson,Mexico,63,427,257
Nina Martin,Italy,83,77,149
Yvonne Rodriguez,India,55,35,141
Fiona Moore,Namibia,62,452,120
Ursula Davis,Mexico,29,372,376
Tina Clark,Namibia,76,89,215
George Allen,Mexico,38,43,325
Fiona Hunt,Sweden,44,296,446
Steve Wright,Argentina,36,63,161
Steve Wright,UK,17,237,358
Diana Costanza,Canada,16,149,368
Ian Clark,Mexico,60,215,233
Zachary Moore,Japan,62,425,424
Victor Anderson,Italy,75,333,357
Mike Harris,USA,53,162,214
Rachel Lewis,India,26,457,51
Mike Hall,Israel,63,226,335
Mike Moore,Arizona,67,478,191
Paula Young,South Africa,65,206,441
Ian Moore,Austria,21,288,181
Ethan Williams,Namibia,59,436,329
Ethan Lewis,South Africa,55,169,451
Kevin Gallagher,Japan,78,187,32
Julia Lewis,Argentina,79,271,69
Steve Rodriguez,Namibia,78,74,240
Laura Thomas,South Africa,34,86,3
Nina Davis,Finland,21,213,456
Tina Gallagher,Puerto Rico,45,331,270
Nina Wright,South Africa,20,32,195
Zachary Moore,Canada,55,213,441
Nina Costanza,France,47,84,410
Charlie Anderson,Brazil,23,100,46
Rachel Allen,Switzerland,46,124,421
Bob Davis,China,30,411,445
Quentin Anderson,UK,67,182,129
Quentin Rodriguez,Poland,59,268,256
Kevin White,Canada,53,183,79
Steve Harris,China,59,39,142
George Martin,Puerto Rico,48,178,233
Wendy Clark,Sweden,56,38,480
Oscar Lewis,Switzerland,80,234,365
Charlie Hall,Brazil,58,179,497
Mike Martin,South Africa,47,337,105
Zachary Rodriguez,Norway,84,224,341
Ian Davis,Puerto Rico,84,473,73
Kevin Hall,Denmark,21,355,63
Tina Lee,Italy,71,67,136
Nina Lee,Israel,76,216,361
Fiona Lewis,Switzerland,66,411,454
Victor Rodriguez,South Korea,33,221,269
Laura Prince,India,74,98,223
Paula Lewis,Germany,27,417,450
Bob Hunt,India,25,311,389
Alice Hall,Poland,32,429,5
George Rodriguez,Puerto Rico,36,52,469
Ethan Prince,Finland,25,293,22
Ursula Anderson,Norway,64,88,424
Julia Young,South Africa,69,353,94
Ethan Brown,China,66,173,218
Nina Costanza,Brazil,43,348,181
Alice Clark,Australia,52,97,375
Ethan Harris,Canada,57,124,345
Rachel Davis,South Africa,17,121,28
Ursula Moore,Poland,56,484,438
Tina King,Argentina,52,34,345
Ian Gallagher,Germany,34,453,145
Quentin Thomas,Switzerland,60,26,250
Ian White,USA,43,378,444
Helen Gallagher,Namibia,22,438,300
Ursula Lewis,Puerto Rico,19,72,136
Ian Williams,Israel,41,45,13
Tina Williams,Puerto Rico,77,50,343
Rachel Gallagher,Brazil,58,360,354
Helen Hunt,India,76,323,330
Helen Moore,South Africa,61,176,132
Oscar Harris,Japan,72,66,228
Laura Moore,India,59,165,159
Rachel Prince,South Korea,75,481,50
Fiona Harris,Belgium,70,55,174
Victor Keller,Sweden,32,311,137
Fiona Thompson,Germany,33,493,36
Laura Brown,China,42,453,131
Helen Walker,Brazil,22,224,81
Paula Lee,Ukraine,80,93,457
Julia Wright,Arizona,76,97,111
Wendy Lewis,Japan,32,309,443
Tina Brown,India,73,471,58
Wendy Lee,Italy,34,227,178
Tina Keller,Finland,56,237,342
Charlie Thomas,Netherlands,26,405,379
Charlie Martin,Netherlands,38,18,427
Wendy Harris,Poland,27,24,2
Wendy Anderson,Mexico,40,202,129
George Harris,South Africa,53,129,108
Fiona Young,Belgium,27,130,76
Fiona Allen,USA,23,238,323
Ethan Gallagher,Arizona,66,368,257
Helen Jackson,Spain,75,261,25
Ursula Clark,Arizona,85,164,343
Paula Prince,Germany,43,97,277
Yvonne White,Sweden,21,8,23
Steve Brown,Germany,70,109,325
Ethan Jackson,Namibia,70,331,491
Paula Thompson,Ukraine,52,207,190
Rachel Martin,Italy,77,85,284
Victor Thomas,Puerto Rico,19,124,149
Ian Wright,Belgium,43,113,95
Wendy Thomas,Denmark,61,333,404
Yvonne Hall,Belgium,83,146,481
Yvonne Davis,Ukraine,53,384,211
Xavier Costanza,Ukraine,31,239,161
Paula Costanza,Poland,24,419,264
Laura Prince,India,66,292,346
Mike White,Finland,68,168,405
Nina Williams,France,45,362,113
Oscar Young,Poland,35,94,292
Mike Young,South Africa,82,132,327
Ethan Davis,USA,36,95,498
Ethan Jackson,Russia,49,174,181
Paula Lewis,Finland,41,233,329
Ethan Keller,India,66,212,24
Ian Davis,South Korea,34,480,220
Julia Costanza,Germany,39,317,434
Paula Brown,Japan,44,405,250
Ethan Gallagher,Australia,31,9,318
Yvonne Costanza,Finland,35,160,457
Victor Costanza,Australia,37,311,327
Laura Brown,Russia,55,291,202
Ethan Rodriguez,Mexico,19,236,413
Nina Hall,Ukraine,41,309,28
Rachel Thompson,Sweden,53,385,256
Mike Thompson,UK,22,487,225
Quentin Hunt,Israel,54,205,221
Mike Harris,Israel,44,221,476
Victor Williams,Israel,42,266,210
Quentin Gallagher,Norway,18,272,168
Kevin Lewis,Netherlands,58,404,325
Nina Gallagher,China,39,194,195
Steve King,Australia,42,414,468
Yvonne Hunt,Poland,73,377,418
Fiona Moore,Brazil,54,368,424
Nina Rodriguez,Spain,76,493,29
Xavier Hall,South Africa,75,91,99
Yvonne Hall,Brazil,48,327,129
Nina Martin,Austria,29,24,181
Diana Thomas,Denmark,27,280,25
Mike Clark,Austria,37,258,417
Rachel Harris,Argentina,82,490,242
Tina Gallagher,South Africa,48,310,458
Ian Williams,Brazil,62,43,267
Nina Lee,Poland,69,410,45
Helen Hall,Israel,50,25,436
Rachel Rodriguez,India,46,445,52
Rachel Keller,UK,31,203,297
Xavier Costanza,South Africa,76,216,300
Charlie Wright,Canada,42,253,495
Paula Lee,Brazil,16,47,398
Victor Gallagher,Spain,19,40,198
George Prince,Namibia,62,93,16
Bob Walker,Australia,46,297,51
Laura Hunt,Sweden,25,476,100
Helen Harris,Sweden,24,150,394
Bob Lewis,Netherlands,26,86,249
Alice Gallagher,Brazil,31,282,305
Nina Moore,Netherlands,20,427,58
Fiona Lee,Norway,18,460,435
Helen Prince,Puerto Rico,78,326,164
Mike Lewis,USA,16,358,3
Wendy Prince,Russia,75,193,445
Kevin Costanza,Netherlands,53,436,159
Quentin Keller,Mexico,43,402,443
Quentin King,China,30,191,468
Charlie Jackson,South Korea,79,156,223
Tina Prince,Italy,75,500,321
Alice Allen,Arizona,17,69,248
Ethan Rodriguez,Netherlands,20,433,131
Alice Brown,Brazil,82,5,441
Rachel Young,Switzerland,52,322,366
Steve Walker,Italy,38,429,105
Fiona Prince,Denmark,17,13,192
Tina Allen,Sweden,38,136,358
Charlie Rodriguez,India,33,350,377
Yvonne White,Netherlands,73,197,83
Laura Hunt,France,36,46,113
Diana Prince,South Africa,75,289,178
Xavier Thomas,Spain,83,489,464
Xavier Costanza,Spain,65,253,348
Bob Prince,Russia,67,229,259
Diana Prince,South Africa,75,407,425
Xavier Rodriguez,Belgium,33,488,307
Bob Gallagher,Poland,28,171,97
Quentin Harris,Mexico,37,222,227
Helen King,UK,37,88,21
Tina Lewis,Israel,26,248,352
Zachary Jackson,Sweden,18,145,485
Victor Williams,Finland,41,40,312
Quentin Anderson,Japan,23,341,176
Bob Thompson,Poland,56,2,271
Ian Clark,Poland,36,281,150
Nina Moore,Arizona,23,120,401
Paula Clark,Mexico,71,232,313
Paula Brown,USA,45,13,334
Oscar Harris,South Africa,53,426,21
Kevin Clark,India,57,168,368
Bob Davis,India,36,227,86
Oscar Walker,Arizona,47,477,372
Ethan Rodriguez,Netherlands,19,61,434
Wendy Rodriguez,Brazil,32,6,185
Diana Davis,Spain,24,424,99
Ian Williams,South Africa,41,436,197
Rachel Williams,Japan,21,187,16
Fiona Thomas,France,67,162,33
Charlie Hall,China,50,439,487
Paula Wright,Japan,27,236,26
Victor Harris,South Africa,85,181,481
Zachary Thompson,South Africa,81,285,208
George Walker,Russia,36,458,490
Zachary Wright,Mexico,23,230,378
Victor Lee,UK,55,325,153
Rachel Hall,Russia,47,278,337
Quentin Prince,Germany,31,52,386
Ian Jackson,Belgium,79,408,356
Mike Thompson,Arizona,69,462,37
Steve Jackson,Canada,50,290,205
Xavier Williams,China,77,20,291
Ethan Wright,China,73,217,157
Kevin Davis,China,75,389,409
Alice Hunt,Australia,42,285,3
Ian Allen,Norway,45,157,232
Quentin Gallagher,Arizona,74,337,70
Kevin Costanza,Australia,23,317,470
Laura Walker,Netherlands,84,138,269
Steve Rodriguez,China,46,185,363
Quentin Moore,Netherlands,74,491,88
Tina Lee,Switzerland,43,322,372
Kevin Allen,China,18,84,359
Ian Williams,Brazil,80,206,341
Nina Costanza,Argentina,55,393,197
Julia Rodriguez,South Korea,50,70,347
Oscar Keller,India,56,371,389
Mike Wright,Norway,32,364,123
Tina Davis,Belgium,74,208,86
Zachary Hunt,China,47,171,499
Helen Keller,Israel,16,481,200
Ursula Gallagher,Germany,29,211,218
George Keller,South Africa,23,60,135
Wendy Hunt,Russia,63,204,354
George Anderson,Ukraine,38,498,448
Nina Costanza,Austria,37,410,445
Quentin Rodriguez,Belgium,39,455,112
George White,Puerto Rico,20,146,142
Ian White,Finland,31,379,465
Ursula Thomas,Sweden,50,447,149
Ethan Davis,Japan,29,240,174
Ian Lewis,Mexico,53,291,171
Paula Walker,South Korea,37,392,417
Charlie Walker,Israel,38,439,321
Yvonne Thomas,Denmark,46,259,57
Laura Davis,Spain,30,63,466
Nina Anderson,India,38,462,129
Victor Harris,South Korea,38,301,306
Quentin Thompson,Netherlands,48,226,373
George Jackson,Sweden,83,452,254
Laura King,Italy,62,123,438
Bob Brown,Puerto Rico,56,415,62
Ian White,Japan,83,113,439
Ian Moore,Netherlands,46,25,174
Oscar Rodriguez,Spain,49,167,379
George Davis,UK,80,47,72
Ian Harris,Israel,46,381,245
Rachel Walker,Denmark,37,158,106
Xavier Brown,Japan,50,324,213
Bob Martin,Belgium,65,59,372
Bob Harris,Belgium,47,384,229
Julia Lee,China,34,410,440
Zachary Davis,Argentina,78,307,490
Wendy Walker,France,65,174,5
Nina Davis,South Africa,72,43,180
Steve Williams,China,29,462,85
Kevin Williams,Canada,40,42,213
Alice Williams,Mexico,22,96,467
Paula Gallagher,Belgium,81,493,117
Ursula Hunt,Italy,38,31,284
Mike Davis,Mexico,53,73,191
Alice Thompson,Austria,64,317,310
Ursula King,Arizona,80,449,134
Fiona Brown,Germany,24,147,44
Ian Anderson,Canada,48,201,8
Ursula Moore,India,78,87,127
Wendy Rodriguez,South Africa,24,368,182
Steve White,Spain,82,361,475
Kevin Young,South Africa,74,500,166
Victor Moore,South Africa,43,459,386
Paula Allen,Namibia,37,304,118
Bob Jackson,Poland,79,245,295
Paula Hall,Sweden,65,228,223
Bob Moore,Israel,28,21,189
Steve Costanza,South Africa,84,53,163
Bob King,South Africa,45,292,29
Helen Jackson,South Africa,19,448,69
Quentin White,Belgium,65,218,367
Bob Lee,Belgium,43,183,158
Victor Thompson,Austria,18,465,249
Kevin Davis,Spain,27,30,46
Quentin Thomas,Canada,65,85,340
Ethan Harris,Israel,52,469,54
Quentin Williams,Canada,51,177,299
Julia Brown,Namibia,60,403,311
Ursula Keller,Poland,67,192,124
Kevin Gallagher,South Africa,47,241,396
Oscar King,Ukraine,20,422,229
Xavier Martin,Finland,57,235,459
Helen Moore,Mexico,61,373,472
Xavier Hunt,Ukraine,25,88,88
Kevin Young,South Korea,69,235,407
Steve Walker,Germany,26,338,252
Zachary Jackson,Spain,36,437,246
Steve King,Netherlands,51,289,352
Yvonne Martin,Poland,36,108,403
Tina Harris,India,48,348,448
Steve Lewis,Germany,34,31,420
Helen Hall,Argentina,59,138,20
Oscar Williams,Germany,49,389,46
Kevin Lewis,Russia,32,145,74
Nina Lewis,Poland,76,456,164
Helen Allen,Ukraine,24,363,104
Victor Lee,China,64,362,127
Kevin Gallagher,South Korea,69,37,160
Ethan Young,South Africa,37,12,139
Alice Clark,Norway,34,12,204
Zachary Keller,Sweden,49,454,209
Charlie Davis,Argentina,79,270,254
George Thompson,Australia,82,92,334
Mike White,Switzerland,43,355,260
Alice Thomas,China,24,247,44
Zachary Wright,Denmark,22,126,104
Xavier Wright,India,23,259,418
Laura Thomas,South Korea,27,271,333
Julia Keller,Belgium,71,28,341
Fiona Hall,UK,41,45,114
Paula Rodriguez,Germany,36,351,466
Charlie Brown,Brazil,69,249,372
Xavier Martin,India,74,401,238
Oscar Keller,Belgium,59,392,489
Oscar Harris,Israel,61,179,153
Kevin Lee,Germany,42,129,461
Quentin Prince,Ukraine,48,104,184
Yvonne Young,Italy,29,462,26
Ethan Harris,Sweden,56,191,106
Helen Brown,Canada,40,354,128
George Walker,Russia,42,187,348
Xavier Davis,Israel,82,162,173
Xavier Wright,UK,75,12,74
Mike Anderson,UK,71,71,410
Zachary Martin,USA,65,226,145
Wendy Prince,Poland,31,383,423
Julia Thomas,Namibia,77,224,81
Diana Martin,South Korea,47,377,131
Victor Hunt,Puerto Rico,74,128,28
Fiona Lewis,South Korea,22,224,291
Kevin Moore,Spain,60,86,342
Alice Gallagher,India,62,260,318
George Thompson,Puerto Rico,30,83,192
Rachel Gallagher,Mexico,83,393,287
Tina Davis,Israel,61,488,43
Mike Hall,Ukraine,24,384,362
Wendy Lewis,South Africa,56,429,419
Mike Hall,South Korea,54,222,129
Yvonne Jackson,Australia,46,423,300
Bob Williams,Mexico,25,496,190
Fiona Thomas,Australia,83,193,254
Rachel White,Ukraine,48,253,456
Bob Wright,Japan,80,302,241
Yvonne Moore,Norway,21,64,458
Victor Thomas,Denmark,73,481,23
Xavier Lee,India,70,251,74
Yvonne Walker,Ukraine,21,381,66
Quentin Allen,UK,23,409,354
Julia Hall,Japan,75,248,461
Wendy Brown,India,46,139,359
Nina Brown,Brazil,29,212,51
Helen Hall,Israel,17,383,250
Steve Lee,Canada,27,198,454
Ian White,China,57,432,91
Paula White,South Korea,38,368,258
Wendy Hall,Switzerland,32,390,288
Yvonne Harris,India,80,174,472
Charlie White,Germany,70,465,453
Mike Clark,Namibia,24,178,184
Xavier Thompson,Italy,57,187,428
